Title,Album,Lyrics
つくだ煮の小魚,予感,"ある日 雨の晴れまに
竹の皮に包んだつくだ煮が
水たまりにこぼれ落ちた
つくだ煮の小魚達は
その一ぴき一ぴきを見てみれば
目を大きく見開いて
環になつて互にからみあつてゐる
鰭も尻尾も折れてゐない
顎の呼吸するところには 色つやさへある
そして 水たまりの底に放たれたが
あめ色の小魚達は
互に生きて返らなんだ"
思い出暮らし,予感,"あの頃は良かったなんて 口に出して言うもんじゃないよ
多分思い出の良いとこだけを「あの頃」と呼びたがる
「もしかしてあの時」なんて
逃げ込みたくもなるけど 待って
それで上手くいかないことだけに
「もしも」を押しつける
誰だって思い出暮らしの方が良いさ
良いことだけならね
霞でも食って 鏡見ないで
歳だけ取って バカに笑って
生まれて生きて死ぬだけなんだったらそれも良い
未来は悪い事だけ
連れてくるもんだなんて怯えるなんて
後ろ向きの思い出暮らしにはまだまだ若すぎる

記憶の中だけのヒーロー セピア色の自分伝説
そんなモン早く捨てちまって たかだかの僕になれ
傷口から腐るあいつ 傷口から強くなるあいつ
一つだけ胸に刻みたい 僕らは今を生きる
誰だって思い出暮らしの方が良いさ
嫌なことから逃げて
心を開いて 心で見て
受け止めたい 生命の理由
折角生まれて生きているんだったら勿体ない
あの頃は良かったはず 永遠に過去は美しい
後ろ向きの思い出暮らしなどまだまだ早すぎる

あの頃は良かったなんて 口に出して言うもんじゃないよ
多分思い出の良いとこだけを「あの頃」と呼びたがる"
冬薔薇,予感,"カフェラテ越しに不意の別れ告げる君の向こうで
ベビーピンクの真冬の薔薇 風もなくゆらり揺れた
読みかけの物語に残された数ページ
手に汗握るまさかの展開には声もない
ミステリーなら最後のどんでん返しが
待ち構えてるんだけど

読み落としてた大切な君の心の傷を
もう一度君の美しい笑顔を温めるために
私を助けてという君の声が聞こえる
僕の細胞は全て君で出来てたと気づいた 
口先だけの言葉じゃない こころで守ってゆくから

まだ僕にロスタイムが残されているのなら
どんでん返しの瞬間に運命を賭けるつもり

カフェラテ越しに不意の別れ告げる君の向こうで
ベビーピンクの真冬の薔薇 風もなくゆらりゆらり
ゆらりゆらり揺れた"
私は犬に叱られた,予感,"犬に叱られた夢を見た
君ら人間は少し思い上がっているんじゃないかって
何の役にも立たぬ死に様を犬死になんて
軽々しく言うんじゃないと本気で怒ってた

犬に叱られた夢を見た
君ら人間は少しのぼせ上がっているんじゃないかって
散々人に迷惑かけて死ぬことを
これからは人死にと呼ぶことにするがいいって

飼い犬に手をかまれるなどと平気で言うけど
飼い主に殺される犬の方が多いくらいだ
言っておくが別に猿とは仲も悪くないし
負けて遠吠えするのは君らじゃないかって
もっともだ もっともだ

犬に叱られた夢を見た
君らの前頭葉が発達した訳は
犬が臭いの部分を受け持ってやったからだ
君らに知恵を持たせてやった感謝を忘れてるって

犬に叱られた夢を見た
花咲か爺から桃太郎まで面倒見たのに
猫と違って泥棒もせず恨んで化けもせず
救助や介助やおまわりさんまで務めてきたのに

第一 人も食わぬ夫婦喧嘩やなんかを
犬が食わぬのは当たり前のことだろう
それより犬も歩けば棒に当たると言うけど
それの何処が幸せなのか説明してみろって
もっともだ もっともだ

犬に叱られた夢を見た
犬死になんて軽く言うなと叱られた 
もっともだ もっともだ"
茨にはもっと花咲く,予感,"おめでとう 旅立ちだね
若い分きっと辛い道のりだろう
負けないで負けないで負けないで
意地を張って無理などし過ぎないように
季節は今 君はあの若緑色に
眩しく染まりながら歩いてゆく
君の征く茨の道に祝杯を挙げよう
転んでも笑って立ち上がれるよう
おめでとう 旅立ちだね
忘れないで 茨にもきっと花咲く

おめでとう 旅立ちだね
下手くそで良い君だけの道を征け
挫けるな挫けるな挫けるな
次に会うとき君は今より素敵だろう
いつまでも自分を若いと思わぬよう
いつまでも心は若く居られるよう
いつか花を懐かしむとき 信じたその道を
自分で褒めることが出来るよう
おめでとう 旅立ちだね
信じて良い 茨にもいつか花咲く
おめでとう 旅立ちだね
忘れないで 茨にもきっと花咲く"
静夜想,予感,"ゆうらりと山際に のぼり来る十三夜
薄絹をまとふ如く 銀色に光降る
風も無き雲路に 静静心細く
思ひ出の縁取りの ほつれゆく音のあはれ
ふるさとは既に遠く 日ぐれて尚 道遠し
たおやかな 月の光に 知らず知らず涙零る
未だ見ず流星の 落ちゆく 昊の涯
独り寝の窓辺に聴く 君を恋ふる歌

オルフェウス 或いはセレネの母 ティアの形見
一年に4センチ 遠ざかりゆく恋
ふるさとは遙か遠く 日ぐれて尚 道遠し
振り向けば かくも長き 迷ひ道に 人も絶え
君知るや言の葉に 尽きせぬ恋の行方
ゆうらりと山際に のぼり来る十三夜"
予感,予感,"季節が変わるように
静かに押し寄せる波が
沁みるようにあなたで
満たされてゆく予感
八重山吹の花が
香るように風に揺れた
その坂道をあなたが歩いてくる
いつしかあなたに恋をした
遅咲きの花のように
気づいてもらえないかも知れないけど
小さく咲いたから
しあわせ しあわせ

朝焼けの水際に
光が満ちるように
ゆっくりとあなたに
染まりはじめる予感
ときめきを数えれば
悲しみが始まるから
この坂道を一人で歩いて行く
いつしかあなたに恋をした
遅咲きの夢のように
あなたに届かないかも知れないけど
小さく咲いたから
しあわせ しあわせ
しあわせ"
桜の樹の下で,Sada City,"桜の樹の下に集まって
みんなで最初からやり直そう
両手に余る悲しみを越えて
みんなで最初から始めよう

ららららら ららららら
みんな働け

力があるなら力を出せ
知恵があるなら知恵を出せ
お金があるならお金を出せ
何もないヤツは歌え

ららららら ららららら
みんなで歌え

ららららら ららららら
みんなで笑え

桜の樹の下に集まって
みんなで最初からやり直そう
両手に余る悲しみを越えて
みんなで最初から始めよう

ららららら ららららら
みんな働け

桜の樹の下に集まって
みんなで最初からやり直そう
両手に余る悲しみを越えて
みんなで最初から始めよう 

ららららら ららららら
みんな働け

泣いて泣いて泣いたら笑え
笑って笑ったら怒れ
怒り疲れたら働け
働き疲れたら休め

らららら ららららら
みんなで笑え"
名画座の恋,Sada City,"名画座で出会うオードリーに恋をしてたあの日
学校へも行かずあてもない夢に逃げ込んでいた
不安を数えれば未来
未来は憧れと怖れ
誰かの庭に咲く白丁花
六月に降る雪
仕送りが遅れると詫びる故郷の母の手紙
負けるなとは書いてないけれど
負けたくないと思った

夕暮れ迫る露地裏に遊ぶ少女独り
フランス座の踊り子の娘 誰かにそう聞いた
次には北の町へ行く
終わりのない旅人
生きることはそういうこと
明日はいつか来る
名画座の恋が終わる頃 僕は大人になる
もうすぐ梅雨前線が この街に掛かる"
プラネタリウム,Sada City,"君の手に触れた時の プラネタリウムの空の色
暁の中秋無月群青に流れる星の二つ三つ
5億光年離れても超新星残骸空に咲く花
ほら理(イデア)と情(パトス)の狭間で二人の恋が揺れている

茉莉花(ジャスミン)の花が咲いたよ
地中海のほとりで
自由のために生命を投げ出す人がいる

ボクラハナニモノ 

132億光年 プラネタリウムの空の色
明暗の宙に天つ雁 明星をよぎる影の二羽三羽
5億光年離れても見える星は幾つもあるというのに
2センチより近くても 君は遙か銀河よりも遠い

茉莉花(ジャスミン)の花は咲かない
何故だかこの国では
幸せ疲れで自由が見えなくなったのかな

ボクラハナニモノ 

君の手に触れた時の プラネタリウムの空の色
暁の中秋無月群青に流れる星の二つ三つ"
廣重寫眞館,Sada City,"廣重寫眞館が今日で終わるって
そんな風な貼り紙がしてあったって
寂しげに君が言うあのショーウィンドウには
町中の思い出が飾られてたっけねって

父と母の結婚式の寫眞 
妹の七五三の晴れ着姿も
何故か廣重の浮世絵とショーウィンドウに
一緒に並べられてたっけ あれやこれや

アインシュタインのお気に入りって
自慢してたエーテル仕掛けの水飲み鳥の隣
多分ガーベラらしき
ホンコンフラワーの下で微笑んでいた
振り袖姿の君 ああ
ときめきはそこからだったね

廣重寫眞館が今日で終わるって
喜楽亭のコロッケも終わっちゃったし
町中が寂しがってるどのショーウィンドウにも
子供の姿が映らなくなったっけねって

そうだこれから二人で寫眞撮りにゆこう
「だって普段着なのに」と君は言うけど
普段着のままでいいあのショーウィンドウに
僕らを飾ってもらおうよ 結婚しようかって聞いた

野球帰りの子供達と
すれ違う時どこかでモクセイの香りがした
風呂屋の煙突の上に白い月ふと振り仰げば
ヒロシゲ・ブルーの空 ああ
ときめきはこれからだからね

廣重寫眞館が今日で終わるって
そんな風な貼り紙がしてあったって
寂しげに君が言うあのショーウィンドウには・・・"
古い時計台の歌,Sada City,"古い桜が咲かせる花は
決して古い花ではないように
古い時計が刻む時間は
決して古い時間じゃない

長い間僕の胸の中で
時を刻む 古時計
山を谷を河を越えて
道無き道を生きた

胸のときめき忘るる無かれ
早鐘を打ったあの夏の日
本当の花は実はこれから
生命短し恋せよ乙女

古い桜が咲かせる花は
決して古い花ではないように
古い時計が刻む時間は
決して古い時間じゃない

使い古しの古時計
ちょいと疲れてきたけれど
ささやかな生命の営み
抱きしめて時を刻んだ

青春なんて歳の数じゃない
胸の温度の高さのことさ
本当の花は実はこれから
生命短し戦え男の子

古い桜が咲かせる花は
決して古い花ではないように
古い時計が刻む時間は
決して古い時間じゃない

古い桜が咲かせる花は 
決して古い花ではないように
古い時計が刻む時間は
決して古い時間じゃない"
図書館にて,Sada City,"大きな窓から差す
柔らかな光の中で 
パサージュ論を読む君の横顔に
じっと見とれていた

真白な夏の雲が
山際の空に咲いた
水浅黄色の君のTシャツの
白い腕が眩しい

或いはベンヤミンを語る
君は強いアウラに満ちて
或いは賢治を語る
君は大いなる慈愛(アガペー)

図書館という大宇宙に
二人きり浮かんでた
あの時

大きな時間(とき)の粒に
緩やかに身を横たえ
E=mc2 と僕が書けば
恋は光速を超えた

或いは未来を語る
君は不安と勇気に揺れて
或いはふるさとを語る
まなざしは母に似ていた

図書館という大海原に
二人きり浮かんでた
あの時 

遥かな時間(とき)は過ぎて
図書館に僕は独りで
正義についてのディベートを
読みながら 
まだ君を想っている 

窓から見える水辺の
睡蓮が音も無く咲いた
あたかも五次方程式のように
心も恋も解けない

大きな窓から差す
柔らかな光の中で···"
黄昏アーケード,Sada City,"万年筆を選んだ訳は
あなたの文字が好きだから
ほんの二行で構わない
あなたの文字が欲しかった
インクは涙の縹色
桜三月さようなら
ここは黄昏アーケード
すれ違う日があるかしら

虹色花屋の店先の  
真白の芍薬(ピオニー)匂い立
露の干ぬ間の幸せは
浅き夢見し酔ひもせず
思い出遣らずの雨模様
皐月五月雨さようなら
ここは黄昏アーケード
いつか帰ってくるかしら
ここは黄昏アーケード
すれ違う日があるかしら"
美術館,Sada City,"ロックウェルの「鏡の前の少女」と
「婚姻届(マリッジライセンス)」の窓辺に咲く花
君の横顔に天窓の秋の光
美術館の壁の閑けさ

もしも僕に絵が描けたなら
君の笑顔だけ描き続けるだろう
吹きこぼれそうな恋を鎮め
庭先の桜紅葉の色が滲む

Oh 君の心が見えたら
フェルメールの「真珠の耳飾りの少女」
ラピスラズリの気高い孤独
君の白い耳に透ける秋の光
僕はメーヘレンにもなれない

もしも僕に絵が描けたなら
君の笑顔だけ描き続けるだろう
僕だけの恋を庇うように
庭先の桜紅葉の散る音

Oh 君の心に触れたら

もしも僕に絵が描けたなら
君の笑顔だけ描き続けるだろう
やがて僕の美術館には
君の笑顔だけ 飾られるだろう

Oh"
強い夢は叶う〜RYO National Golf Club〜,Sada City,"頑張ってるんだきっと誰も
精一杯なんだきっと誰も
思い通りに生きられないけど
一所懸命生きてる

生まれ生まれ生まれ生まれて
生きて生きて生きて生きて
小さいけれどたった一つの生命
大切に抱きしめて

泣きたい時こそ笑え
苦しい時こそ笑え
信じていい
強い夢は叶う

苦しんでるんだきっと誰も
不公平に耐えて生きてる
少し遅れても季節の花は
約束通りにきっと咲く

生まれ生まれ生まれ生まれて
生きて生きて生きて生きて
たとえどんな時も明日を
あきらめない

泣きたい時こそ笑え
苦しい時こそ笑え
信じていい
強い夢は叶う

泣きたい時こそ笑え
苦しい時こそ笑え
信じていい
強い夢は叶う"
泣クモヨシ笑ウモヨシ〜小サキ歌ノ小屋ヲ建テ〜,Sada City,"人ハヒトタビ生マレテ生キテ
愛シキ憎キ人ニ会ヒ
老イト病ト闘ヒ生キテ
イヅレ死ヌルハ世ノ習ヒ
 
鳴呼 我哀レノ生業ナル哉
啼イテ血ヲ吐ク不如帰
泣クモヨシ 笑フモヨシト 歌フコノ身ハ
可笑シクモアリ マタ 哀シクモアリ

人ハヒトタビ生マレテ生キテ
色卜欲トニ苛マレ
ソレデモ笑フ強サガ欲シイ
イヅレ死ヌル日 来ルマデニ
鳴呼 ソレゾレノ 生業アリテ
休ム暇無キ糸車
泣クモヨシ 笑フモヨシト 独リ歌ヘバ
現世ハ捨テタバカリノモノデモナイサ
イヅレハ声モ枯レ果テテ
櫻ノ頃ニ 春死ナム
オマへ独リノ為ダケニ
小サキ歌ノ小屋ヲ建テ

愛ノ限リヲ歌ヒタイ
オマヘ独リノ為ダケニ
泣クモヨシ 笑フモヨシト 歌フコノ身ハ
可笑シクモアリ マタ 哀シクモアリ

泣クモヨシ 笑フモヨシト 歌フコノ身ハ
哀シクモアリ マタ 嬉シクモアリ"
もう来る頃…,もう来る頃…,"心の奥で
わだかまっていたことがある
なぜ自分だけ春まだ遠く
報われない毎日
切なくなって
何もかも投げ出してしまいそう
悲しいような悔しいような
虚しい気持ちでいたけれど

もう来る頃って
信じてみればいい
君にそう言われた時
光が見えた

もう来る頃
もう来る頃
その角をホラしあわせが
笑顔で曲がってくる

心の隅で
ふと疑っていたことがある
自分が生まれ生きていること
何の意味があるのだろうかと
悩んでいたら
光が差すように君は歌う
誰でもみんな 同じ悩みを
抱いて生きていると

もう来る頃って
信じてみようかな
君の笑顔に触れて
勇気が生まれた

もう来る頃
もう来る頃
その角をホラしあわせが
笑顔で曲がってくる

もう来る頃
もう来る頃
その角をホラしあわせが
笑顔で曲がってくる"
空になる,もう来る頃…,"自分の重さを
感じながら坂道を登る
いくつもの峠を越えて
もっともっと上を目指す
いつか辿り着ける世界へ
僕は雲を抜けて
空の一部になる
僕は空になる
らららら・・・

生きることの全てを
背負いながら坂道を辿る
それぞれの抱く
自分だけの峠を目指す
いつか叶う筈の世界へ
雲を抜けて
君の夢に手が届く
君は空になる
らららら・・・

いつか辿り着ける世界へ
僕は雲を抜けて
風と一つになる
僕は空になる
らららら・・・"
系遊,もう来る頃…,"風に漂う蜘蛛の糸 木漏れ日に光る
春の日の蝶のように ふわりと花片
言葉足らずより言葉過ぎる方が
心に痛い
言わぬ事よりも言えぬ言の葉が
胸を焼く 

糸遊(かげろう)ゆらり 

風に抗う術もなく 思いに声もなく
密かに身を焦がす 片恋の螢 
見えるものならば 見せもしようもの
心は見えず 
触れられるならば 触れもするものを
届かぬ思い

糸遊ゆらり

夢に見るだけで 構わないのなら
傷つきもせず
捨てられるならば 護らないものを
愛しき矛盾

糸遊ゆらり
糸遊ゆらり
糸遊ゆらり"
かすてぃら,もう来る頃…,"昭和の頃ふるさとを離れ
随分未来まで来たもんだ
手に入れたものと失ったものと
一体どちらが多いんだろう

いつの間にか得体の知れない
生き物に変身しちまったようで
捨ててはいけないものと
捨てなきゃいけないものの
境目がぼやけちまった

母がふと送ってくれた
五三焼かすてぃら
青空にかざしてみたら
涙こぼれて味がわからなかった

子供の頃天まで届いた
東京タワーが小さく見えた
僕は大きくなったのか
それとも小さくなったのか
ライトアップが目に染みる
押上までこっそり出掛けて
スカイツリーを見上げた時に
嬉しい気持ちと切ない気持ちが混ざり合って
「東京」って小さく呟いた

父が大好きだった
かすてぃら一切れ
ふるさとに透かしてみたら
涙こぼれて少し塩っぱかったな

母がふと送ってくれた
五三焼かすてぃら
いつの間にか遠い未来に
僕は辿り着いてしまったようだ"
題名のない愛の唄,もう来る頃…,"いつかあなたに会えたら
話したいことがある
いつも笑顔で過ごして
愛を生きてきた
いつかあなたに会えたら
伝えたいことがある
遠く長い坂道も
一人じゃなかった

振り返れば人は誰も花のよう
遅咲きも早咲きの花もみな美しい
気づかれずとも
ひたすらそこで咲く花のように
ただあなただけの為に
私は咲いたよ

振り返れば生きることは夢のよう
悲しみも苦しみも思い出は美しい
あなたに恥ずかしくないように
生きてきただろうか
巡り巡る人生は
風のように過ぎる

いつかあなたに会えたら
話したいことがある
ただあなただけの為に
私は生きたと

ただあなただけの為に
私は生きたと"
TOKYO HARBOR LIGHTS,もう来る頃…,"悲しい時には 君を思い出す
大都会の街灯り
誰かの部屋の愛と悲しみを数えてる
君を失くしたあの日から
夜空には上弦の月
明星が寄り添う
あの頃の二人のよう
滲んでゆくよ
TOKYO HARBOR LIGHTS

苦しい時には 君を思い出す
ふるさとを遠く離れ
何処からか吹く風は 未来へと 過去へと
時も心も超えて行く
いつも君は僕のこと
支えてくれたから
思い出を手放せない
水辺に映る
TOKYO HARBOR LIGHTS

いつの日にか 出会えた時に
決して恥ずかしくないように生きて行こう

君がいたTOKYO HARBOR LIGHTS
温もりとしあわせに
満ちていた毎日
夜空には上弦の月
明星が寄り添う
あの頃の二人のよう
永遠に君を思いながら
潤んでゆくよ
TOKYO HARBOR LIGHTS"
一万年の旅路,もう来る頃…,"何故私の顔に深い皺が刻まれたのか
教えようと老人は静かに言った
彼の前に腰掛けた時
暖炉の明かりがパチパチ音を立てた

迷った道の数の分と 傷つけた心の数を
忘れないよう顔に刻んできた
驚くことはない 生きてゆくことは
大概そういうことなのさ

若いという美しさは身体の外にあるから
いっときは目が眩むけれど
年老いての美しさは心の中にあるから
気付いたものだけが美しい

そんなことを理解するために
人は生きているのかも知れない

誰もが老人になれるとは 限らないじゃないかと
彼は少し笑って静かに言った
生きた証の皺を恥ずかしいと
思う方がおかしいだろう

君もいつか気付くだろう 悲しみの皺だけじゃない
嬉し涙の流れを刻み
喜びの笑顔さえもまた
自分の顔に刻んできたのだろう

自分の顔が好きかと訊かれたらきっと嫌いだと
答えるに決まってるけれど
これでも昔の私の顔よりは少しばかり
ましになったと思っているんだよ

そんなことを理解するために
人は生まれてきたのかも知れない

四苦三十六 八苦七十二 足して108の煩悩の
数をまさか信じてる訳じゃない
実際その数の何倍もの悩みと
一緒に暮らして生きてきた

若い頃に見えたものと 年老いて見えるものとの
違いがいつか君にも分かるだろう
本物と偽物あるいは正義について
気付くものだけが美しい

笑う門には福が来る 辛い時でも笑ってる
そんな人になりたいと思わないか?
恩は石に刻み給え 恨みは水に流し給え
胸を張って生きてゆき給え

若いという名の花は身体の外に咲くから
いっときは目が眩むけれど
年老いてからの花は心の中に咲くから
気付いたものだけが美しい

そんなことを理解するために
人は生きているのかも知れない
人は生まれてきたのかも知れない"
白秋歌,もう来る頃…,"探してる
言葉を探してる
あなたに伝えたい言葉を
「恋」では軽い
「愛」でも足りない
想いの深さを言葉に出来ない

秋の花が咲く前に
伝えたいこの心
ただ背筋を伸ばして
好きだと告げようか

祈ってる
自分に祈ってる
あなたに相応しいかどうか
「希望」では遠く
「夢」では儚い
想いの深さを言葉に出来ない

秋の花が散る前に
伝えたいこの心
ただ不器用に一途に
好きだと言えば良い

ただひたむきにあなたが
好きだと言えば良い"
あなたへ,もう来る頃…,"愛しいあなたが今まで
どんな風に傷ついて生きたか
それでも自分を捨てないで
心を護って生きてきたか
あの時にも あんな時にも
あの時にも あんな時にも

私にはあなたを護る
術など何もなくただ不器用に
歌うことだけ あなたのために
歌うしか出来ないけど
どんな時にも いつでも
どんな時にも いつでも

悲しみの底でも笑顔を捨てない
あなたの苦しみの本当の深さを
思い知りながら支えたいのは
明日何が出来るのかということ
昨日のことより 今日のことより
昨日のことより 今日のことより

未来には幾つかの顔がある
例えば不安と希望 もしも私の歌が
あなたの不安を和らげられて
微かな希望に寄り添えたら
今日のことより 明日のことへ
今日のことより 明日のことへ

悲しみの中でも季節は巡る
寒い冬のあとにでも きっと綺麗に花は咲く
信じなくても良い それでも花は咲く
幸せはきっといつか来る
届け届け この歌 届け届け届け この愛

私には歌しかないけれど 私には歌があるから
いつも此処で歌ってるから あなたを思って歌ってるから
声の果てるまで
私には歌しかないけれど 私には歌があるから
いつも此処で歌ってるから あなたを思って歌ってるから
幸せになれるまで
いつまでも いつでも いつまでも いつでも
あなたへ"
SMILE AGAIN,もう来る頃…,"もしもあなたが今 悲しみの中にいて
よるべない不安に 震えているのなら
声にならない声を今 その見えない涙を今
わかちあうことが できないだろうか

言葉で伝わらない 言葉もあるけれど
せめてこの歌声が あなたに届いたら
勇気をふりしぼって今 涙をぬぐいさって今
なつかしい笑顔に もう一度会いたい

SMILE AGAIN 祈りは海を越え
SMILE AGAIN 願いは風に乗り
SMILE AGAIN 夢を忘れないで
愛は時を渡る

忘れないで欲しい いつも思っている
だからこの歌声が あなたに聞こえたら
小さな声でいい今 一緒にくちずさんで今
どうか僕のために もう一度笑って

SMILE AGAIN 一人は小さくて
SMILE AGAIN とても弱いけれど
SMILE AGAIN 強くこの愛を
心こめて歌う

SMILE AGAIN 祈りは海を越え
SMILE AGAIN 願いは風に乗り
SMILE AGAIN 夢を忘れないで
愛は時を渡る"
遠い夏,第二楽章,"誰かの大きなてのひら
遙か消えて行く遠花火
愛も悲しみも憎しみも
疑ることさえも知らずに
いつかは離れて行く
父と母と故郷の
夏の匂い

遠い夏の日の水辺の
真白な心が恋しい
愛の喜びを数えて
愛の哀しみを数えて
大人になればこころの
矛盾との戦いと
気づかずに
いつも笑ってたあの日
いつも笑ってたあの夏の日"
夢の轍,第二楽章,"もしもこの歌で 何かが変わるなら
私のこの生命(いのち)と 引き替えて構わない
たとえば此の世から 戦さが消え去り
風が昔のように 透きとおるのなら

木を植えるように 夢を植え続けたら
いつか大きな夢の 森が出来るだろう 
木を植えるように 愛を植え続けたら
いつかこころは愛で 満たされるだろう
君と

もしもこの歌で 世界が変わるなら
私のこの生命(いのち)を 捧げて構わない
たとえば優しさや 希望に満ちた町や
美しい地球が 帰ってくるのなら

道無き道も 歩き続けたならば
いつかそこには小さな 道が出来るだろう
夢を諦めないで 歩き続けて行けば
夢の轍がいつか 刻まれるだろう

木を植えるように 夢を植え続けたら
いつか大きな夢の 森が出来るだろう
木を植えるように 愛を植え続けたら
いつかこころは愛で 満たされるだろう
君と"
さくらぼろぼろ,第二楽章,"さくらほろほろ散る夜は
故郷恋し人恋し
螢ひらひら咲く宵の
棚田に薫る風の色

独法師影法師に
本当の夢を聞いてみる 
色無き風の吹く都会(まち)で
どうぞ心が折れぬよう

あなたの声が聞きたい
あなたに会いたいよ

秋のさやさや神楽の笛は
初恋色に溶けてった
雪のきらきら降る冬の
温もり恋し人恋し

清らに澄む川の流れ
蒼穹の星 月の色
故郷訛り懐かしい
そろそろ家に帰ろうかな

あなたの声が聞きたい
あなたに会いたいよ
あなたの声が聞きたい
あなたに会いたいよ

あなたの声が聞きたい
あなたに会いたいよ"
茨の木,第二楽章,"耐えて 耐えて 耐えて
生きて 生きて 生きて
それでも笑えたら良いね

季節の変わり目の雨が降る
坂道(さか)の上は霧で見えない
母の夢を見た
ただ笑ってた
坂道(さかみち)もいつか終わるよ

名も無い花などないように
喩え誰にも気づかれなくても
必ず花は咲く
それでいいじゃない
いつか花は咲く
それでいい

耐えて 耐えて 耐えて
生きて 生きて 生きて
それでも笑えたら良いね

季節を疑(うたぐ)る私がいるから
明日を疑る時がある
母の夢を見た
ただ笑ってた
季節もいつか変わるよ

頑張り過ぎない諦めない
夢だけは決して捨てない
いつか明日は来る
それで良いでしょう 
いつか明日は来る
それでいい

耐えて 耐えて 耐えて
生きて 生きて 生きて
それでも笑えたら良いね

耐えて 耐えて 耐えて
生きて 生きて 生きて
それでも笑えたら良いね"
残春,第二楽章,"若さを嗤(わら)わず
老いを恨まず
いつか 来た道
いつか 行く道

いのちを恥じず
いのちに怯えず
永い永い坂を
黙して独り行く

心に咲く花は
季節を選ばない
与えられしいのち
かなしきもまたよろし

涙に逃げず
怒りに任せず
笑顔を汚さず
悲しみに負けず

未来を憂えず
過去に惑わず
いつか 夢見た
いつか 届く場所へ

季節に咲く花は
時を疑わない
与えられしいのち
楽しきもまたよろし

心に咲く花は
季節を惜しまない
与えられしいのち
かなしきもまたよろし

若さをわず
老いを恨まず"
十三夜,第二楽章,"十三夜の月が
東の空に昇る
黄昏ゆく海が見える
南の空へ向かう
流れ星がひとつ
少し風が吹いていた
幸せですか、元気でいるねきっと
どこかでこの月をみてる
温もりを決して忘れない君の
面影色褪せない
一つだけ残った耳飾りは
今はなき君のもの
十三夜

十三夜の月が
照らす海の道を
船の影が横切っていく
君の愛していた
鉢植えの花は
今年も綺麗に咲いたよ
別れも言わず去りゆく君の胸の
苦しみに気づかずに
自分を悲しむだけの僕の
幼さが切なくて
一つだけ誓った僕の愛は
今はなき君のもの
十三夜

幸せですか、元気でいるねきっと
どこかでこの月をみてる
温もりを決して忘れない君の
面影色褪せない
一つだけ残った僕の愛は
今はなき君のもの
十三夜"
家路,第二楽章,"銀色の坂道を越えたら
君の待つ窓が見える
白い冬の寒さに耐えて
君の温もりに帰ろう

君の笑顔をまもる為に
今僕に出来ることは
自分自身が強くなること
心も愛も力も

ときめきよりも暖かく
激しさより優しさを
抱きしめるよりそばにいて
寄り添うような 愛がいい

銀色の坂道は険しく
果てしなく続くけれど
終わらない坂道などない
必ず君に帰ろう

もしも夢に届かなくても
近づくことなら出来る
小さな歩幅で構わない
歩いて行こうと思う

白い白い冬の大地を
碧く抱きとめる大空
君の笑顔があればいい
今日も明日も
そう未来も

ときめきよりも温もりを
激しさより優しさを
抱きしめるよりそばにいて
寄り添うような
君に帰ろう"
豆腐が街にやって来る,第二楽章,"木綿 絹ごし 油揚げ 生揚げ 焼豆腐
朧豆腐に胡麻豆腐 卯の花 がんもどき

血圧コレステロールを下げて動脈硬化に レシチン
記憶力を高め脳の老化の予防には コリン
活性酸素の抑制で成人病予防に サポニン
乳がん動脈硬化骨粗鬆症にはイソフラボノイド
骨粗鬆症って言いにくいぞ

素晴らしきかな愛しき我が豆腐
時空を超えた奇跡の食材よ
おいしい豆腐が出来ましたので
容器を持って来て下さい

糖尿病の予防に トリプシンインヒビター
骨や歯やストレスにも良い カルシウム
脂肪代謝や脂肪肝にも効果がある レシチン
腸内にビフィズス菌を増やすオリゴ糖
おお どうもオリゴ糖!

完全無欠にして無敵の我が豆腐
宇宙はみな兄弟だ奇跡の和の心
おいしい豆腐が出来ましたので
容器を持って来て下さい

容器を持って 容器を持って
容器を出して 容器を出して
勇気を出して来て下さい

お椀出せ 容器を持って
茶碗出せ 容器を持って
お椀出せ茶碗出せ
お椀出せ 容器を出して
茶碗出せ 容器を出して
お椀出せ茶碗出せ 

お椀出せ 勇気を出して
茶碗出せ 勇気を出して
お椀出せ茶碗出せ
お椀出せ 勇気を出して
茶碗出せ 勇気を出して
お椀出せ茶碗出せ

木綿 絹ごし 油揚げ生揚げ 焼豆腐
朧豆腐に胡麻豆腐 卯の花 がんもどき"
